Index,0 [0x3][0x42],1 [0x7][0x1c],2 [0x3][0x43],3 [0x3][0x44],4 [0x7][0x20],5 [0x5][0x38],6 [0x5][0x3a],7 [0x5][0x3c],8 [0x5][0x3e],9 [0x6][0x2c],10 [0x6][0x30],11 [0x6][0x34],12 [0x7][0x24],13 [0x7][0x28],14 [0x3][0x45],15 [0x3][0x46],16 [0x3][0x47],17 [0x19][0x48],18 [0x1a][0x48],19 [0x1b][0x48],20 [0x5][0x40],21 [0x1c][0x48],22 [0x1d][0x48],23 [0x1e][0x48],24 [0x0][0x0],25 [0x0][0x4],26 [0x0][0x8],27 [0x0][0xc],28 [0x0][0x10],29 [0x0][0x14],30 [0x7][0x18]
130,2,3689344,14,19,2000193,0,1,0,0,60723,60503,0,3868020,0,33,34,35,true,false,false,0,false,false,false,"영원그늘 수확제","장로나무가 결실의 계절을 맞이했다<br>무르익은 열매를 노리는 갈라고와 싸우며<br>'천년과'를 모아라","갈라고 무리로부터 지켜낸<br>'천년과'를 '수확하러 온 원예가'에게<br>신속하게 건네주자","건넨 천년과","","",0
131,1,3872331,10,15,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,false,false,0,false,false,false,"대지신의 망각을 잊지 말기를","대지신의 망각은 중요한 승강로이므로<br>안전 확보를 소홀히 해선 안 된다<br>행인을 위협하는 독수리를 쓰러뜨려라","","","","",0
132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,false,false,false,"","","","","","",0
133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,false,false,false,"","","","","","",0
134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,false,false,false,"","","","","","",0
135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,false,false,false,"","","","","","",0
136,4,3867428,5,10,0,0,12,0,0,60724,60504,0,3895606,0,33,34,35,true,false,false,0,false,false,false,"공포의 교관","쌍사당 모의 전투에 휘말렸다<br>신병을 지키며 그들과 협력해서<br>교관 '격분한 미로돈'을 쓰러뜨려라","","쌍사당 신병","","",0
137,1,3852490,13,18,0,0,0,0,0,60722,60502,115,0,0,33,34,35,true,false,false,0,false,false,false,"병을 퍼뜨리는 요괴꽃","검은장막 숲에 있는 동식물에게<br>엽혈병을 퍼뜨리는 거대 요괴꽃을 물리치자<br>요괴꽃 마타가이가이를 쓰러뜨려라","","","","",0
138,1,3852555,10,15,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,false,false,0,false,false,false,"초코초코초코초코보","아기 초코보들이 목장에서 탈출했다<br>아기 초코보들을 지키기 위해<br>덮쳐오는 나무 민달팽이를 쓰러뜨려라","","","","",0
139,1,3852559,12,17,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,false,false,0,false,false,false,"그대의 영혼에 평안이 있기를","누군가가 탐타라 묘소에 잠들어 있던<br>죽은 자를 깨운 것 같다<br>방황하는 유령들을 쓰러뜨려라","","","","",0
140,1,3852575,10,15,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,false,false,0,false,false,false,"대탈주","워렌 감옥을 점거하고 있던 임프들이<br>집단으로 탈주하려 한다<br>출구에 서서 임프를 쓰러뜨려라","","","","",0
141,1,3852600,11,16,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,false,false,0,false,false,false,"갈반스 감시초소 지원","번식기를 맞아 흥분한 거미전갈이<br>길가에 잔뜩 몰려들었다<br>귀곡부대와 함께 거미전갈을 쓰러뜨려라","","","","",0
142,1,3852613,14,19,0,0,0,0,0,60722,60502,115,0,0,33,34,35,true,false,false,0,false,false,false,"물컹한 대식가","식물을 먹어치우는 거대 민달팽이가<br>장로나무 주변에 나타났다<br>성지를 지키기 위해 루 카르콜을 쓰러뜨려라","","","","",0
143,4,3867430,11,16,0,0,12,0,0,60724,60504,0,3895962,0,33,34,35,true,false,false,0,false,false,false,"벌꿀 전쟁","벌꿀을 노린 임프들이<br>방해하는 꿀벌들을 공격하고 있다<br>꿀벌을 지키며 임프를 쓰러뜨려라","","남은 꿀벌 떼","","",0
144,1,3877977,16,21,0,0,0,0,0,60722,60502,115,0,0,33,34,35,true,false,false,0,false,false,false,"전염병 살포기","역병을 뿌리고 다니는 요마가 나타났다<br>돌림병이 퍼지는 것을 막기 위해<br>역병의 왕자를 쓰러뜨려라","","","","",0
145,1,3877979,19,24,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,false,false,0,false,false,false,"전장까지 앞으로 몇 말름?","암묵적 경계선 너머로<br>침범한 제국군을 내쫓아야 한다<br>III대대 야수투사를 쓰러뜨려라","","","","",0
146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,false,false,false,"","","","","","",0
147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,false,false,false,"","","","","","",0
148,1,3862480,10,15,0,0,0,0,0,60721,60501,0,3895967,0,33,34,35,true,false,false,0,false,false,false,"비밀의 화원","양봉에 꼭 필요한 꽃을<br>먹어치우는 민달팽이를 제거하자<br>식탐 많은 나무 민달팽이를 쓰러뜨려라","","","","",0
149,1,3852846,17,22,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,false,false,0,false,false,false,"번식기의 끝","이계에서 온 벌레 요마가<br>검은장막 숲에서 번식하고 있다<br>숲의 질서를 지키기 위해 요마 각다귀를 쓰러뜨려라","","","","",0
150,1,3853616,19,24,0,0,0,0,0,60722,60502,115,0,0,33,34,35,true,false,false,0,false,false,false,"젊은 두목원숭이","무리를 이끄는 젊은 두목원숭이가<br>새로운 구역을 찾아서 어슬렁거리고 있다<br>장난꾸러기 잭을 쓰러뜨려라","","","","",0
151,1,3853682,24,29,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,false,false,0,false,false,false,"줄다리 사투","라무의 광신도가 된 실프족이<br>종달새의 지저귐 쪽으로 몰려들었다<br>줄다리에 자리 잡고 실프를 쓰러뜨려라","","","","",0
152,1,3853721,20,25,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,false,false,0,false,false,false,"광기 어린 수호자들","병에 걸려서 이성을 잃은<br>나무정령이 가시나무 숲에서 목격됐다<br>병 걸린 나무정령을 쓰러뜨려라","","","","",0
153,1,3877983,23,28,0,0,0,0,0,60722,60502,115,0,0,33,34,35,true,false,false,0,false,false,false,"날쌘 영양","검은장막 숲 사냥꾼이라면 누구나 잡고 싶어하는<br>거물급 영양 '시로코'가 나타났다<br>이 기회를 놓치지 말고 시로코를 쓰러뜨려라","","","","",0
154,1,3877986,34,39,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,false,false,0,false,false,false,"뿌리를 건너고 늪을 지나서","다른 지역에 서식하던 큰도롱뇽이<br>징검뿌리 늪지대에 둥지를 틀려고 한다<br>몰려드는 검은 큰도롱뇽을 쓰러뜨려라","","","","",0
155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,false,false,false,"","","","","","",0
156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,false,false,false,"","","","","","",0
157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,false,false,false,"","","","","","",0
158,1,3877994,28,33,0,0,0,0,0,60721,60501,0,3920873,0,33,34,35,true,false,false,0,false,false,false,"밀렵매매 쌍방처벌","밀렵품 매매를 둘러싸고 밀렵꾼들과<br>고블린족들이 뒤엉켜 싸우고 있다<br>괘씸한 밀렵꾼들을 쓰러뜨려라","","","","",0
159,1,3689061,32,37,0,0,2,0,0,60721,60501,68,0,0,33,34,35,true,false,false,0,false,false,false,"붉은둔덕 요새 전투: 공략전","도적단 '나나니단'의 소굴인<br>붉은둔덕 요새를 공략하자<br>문을 부수고 요새 안으로 돌입하라","","부서진 붉은둔덕 요새 문짝","","",0
160,1,3884803,32,37,0,228,0,0,0,60722,60502,36,0,0,37,38,35,true,false,false,0,false,false,false,"붉은둔덕 요새 전투: 점령전","붉은둔덕 요새 문을 돌파했다<br>가장 안쪽에 있는 도적단 '나나니단' 두목<br>독침의 세브랭을 쓰러뜨려라","","","","",0
161,4,3688712,32,37,0,228,12,0,0,60724,60504,69,0,0,33,34,35,true,false,false,0,false,false,false,"붉은둔덕 요새 전투: 방어전","도적단 '나나니단'이<br>붉은둔덕 요새를 되찾으러 쳐들어왔다<br>문을 굳게 지키며 도적들을 쓰러뜨려라","","지켜낸 붉은둔덕 요새 관문","","",0
162,4,3688712,32,37,0,228,12,2,0,60724,60504,69,0,0,33,34,35,true,false,false,0,false,false,false,"붉은둔덕 요새 전투: 요격전","도적단 '나나니단'으로부터 요새를 지키자<br>노련한 붉은둔덕 절도범을 쓰러뜨리고<br>전의를 상실케 하라","","지켜낸 붉은둔덕 요새 관문","쓰러뜨린 붉은둔덕 절도범","",0
163,1,3878580,22,27,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,false,false,0,false,false,false,"마지막 잎새","높은길 일대에 퍼져있는 요괴꽃을 베고<br>숲의 조화를 지키자<br>무성한 파리지옥을 쓰러뜨려라","","","","",0
164,1,3878966,29,34,0,0,0,0,0,60722,60502,36,0,0,37,38,35,true,false,false,0,false,false,false,"수려한 무법자","달의 수호자족 밀렵단을<br>이끄는 사내를 붙잡자<br>검은장막 숲의 무법자 밀렵왕 커얼발톱을 쓰러뜨려라","","","","",0
165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,false,false,false,"","","","","","",0
166,4,3862614,22,27,0,0,12,0,0,60724,60504,115,3895687,0,33,34,35,true,false,false,0,false,false,false,"술집의 단골손님","주점 '버스카론 맘대로'에서<br>술에 취한 모험가가 난동을 피우고 있다<br>의뢰인을 지키며 주정뱅이 스펜서를 쓰러뜨려라","","곤경에 처한 단골손님","","",0
167,1,3863377,21,26,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,false,false,0,false,false,false,"사랑엔 시간이 필요해","아직 번식기도 아닌데<br>수컷 영양이 흥분해있다<br>혼란을 잠재우기 위해 수영양을 쓰러뜨려라","","","","",0
168,2,3867062,29,34,2000251,0,1,0,0,60723,60503,0,3891751,0,33,34,35,true,false,false,0,false,false,false,"확고한 증거","숲의 조화를 어지럽히는 밀렵꾼을 단속하자<br>밀렵꾼을 쓰러뜨리고 증거품으로 삼을<br>'밀렵된 짐승 가죽'을 모아라","밀렵이 이루어진 증거로 확보한<br>'밀렵된 짐승 가죽'을 '귀곡부대 대원'에게<br>신속하게 건네주자","건넨 밀렵된 짐승 가죽","","",0
169,1,3867133,32,37,0,0,0,0,0,60722,60502,115,0,0,33,34,35,true,false,false,0,false,false,false,"암시장 조합장","밀렵품 거래장이 되고 만<br>비공정 발착장 터를 덮쳐, 암시장 두목을 물리치자<br>쌍꼬리 야비 카타포를 쓰러뜨려라","","","","",0
170,1,3867168,22,27,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,false,false,0,false,false,false,"통행료는 주먹으로 내겠다","무법자들이 길을 막고 서서<br>사람들에게 통행료를 요구하고 있다<br>길을 점거한 자들을 쓰러뜨려라","","","","",0
171,1,3867238,24,29,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,false,false,0,false,false,false,"당장 나가주시죠","도적단 '나나니단' 일당이<br>주인 없는 암자를 소굴로 삼으려 한다<br>장벽 쌓는 도적을 쓰러뜨려라","","","","",0
172,2,3867290,29,34,2000252,0,1,0,0,60723,60503,0,3891765,0,33,34,35,true,false,false,0,false,false,false,"잃어버린 물건을 찾아서","어느 행상인이 고블린족 도둑에게<br>상품을 빼앗겼다고 한다<br>고블린 도둑을 쓰러뜨리고 '도둑맞은 물건'을 모아라","고블린족 도둑한테서 되찾은<br>'도둑맞은 물건'을 '망연자실한 상인'에게<br>신속하게 되찾아주자","되찾아준 도둑맞은 물건","","",0
173,1,3867306,34,39,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,false,false,0,false,false,false,"※β1不要：ウォータースプライトの大量発生","※β1不要：","","","","",0
174,1,3879457,5,10,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,false,false,0,false,false,false,"오합지졸","이크살족 순찰부대가<br>소근소근 덤불 주변에서 목격됐다<br>현장으로 달려가 이크살족을 쓰러뜨려라","","","","",0
175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,false,false,false,"","","","","","",0
176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,false,false,false,"","","","","","",0
177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,false,false,false,"","","","","","",0
178,1,3879483,3,8,0,0,0,0,0,60722,60502,115,0,0,33,34,35,true,false,false,0,false,false,false,"붉은 왕이 될 유충","주위 마물을 압도하는<br>포악한 거미전갈 유충이 나타났다<br>위험의 싹을 자르기 위해 쥬바를 쓰러뜨려라","","","","",0
179,1,0,25,30,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,false,false,0,false,false,false,"가을박 마을 지킴이","가을박 마을 주민을<br>위협하는 마물을 제거하자<br>몰려드는 독거미전갈을 쓰러뜨려라","","","","",0
180,2,3879486,28,33,2000253,0,1,0,0,60723,60503,0,0,0,33,34,35,true,false,false,0,false,false,false,"산길잡이의 부탁","새 광맥을 찾고 있는 산길잡이가<br>골렘 몸의 석재에 관심이 있는 듯하다<br>바위 골렘을 쓰러뜨리고 골렘 파편을 모아라","골렘에게서 견본용으로 가져온<br>'골렘 파편'을 '수상한 산길잡이'에게<br>신속하게 건네주자","건넨 골렘 파편","","",0
181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,false,false,false,"","","","","","",0
182,1,0,29,34,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,false,false,0,false,false,false,"진리는 죽었다","재해 무렵부터 나타나기 시작한<br>골렘 무리를 제거하자<br>바위 골렘을 쓰러뜨려라","","","","",0
183,1,3867831,3,8,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,false,false,0,false,false,false,"혼란탈출","장난꾼 오포오포 무리가<br>성지인 정령 깃든 어린나무 주변에 나타났다<br>오포오포를 쓰러뜨리고 내쫓아라","","","","",0
184,4,3867845,7,12,0,0,12,0,0,60724,60504,0,0,0,33,34,35,true,false,false,0,false,false,false,"너도나도 좋아하는 문투이 콩","문투이 콩 맛을 알아버린 오포오포가<br>숲언덕 공방을 노리고 있다<br>소중한 콩을 지키기 위해 오포오포를 쓰러뜨려라","","문투이 콩 자루","","",0
185,1,3867939,8,13,0,0,0,0,0,60722,60502,115,0,0,33,34,35,true,false,false,0,false,false,false,"매혹적인 향기","독특한 향기를 내뿜어 방향감각을 어지럽히는<br>돌연변이 코츄가 나타났다<br>행방불명 사건의 주범인 쿠루피라를 쓰러뜨려라","","","","",0
186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,false,false,false,"","","","","","",0
187,4,3867947,25,30,0,0,12,0,0,60724,60504,0,0,0,33,34,35,true,false,false,0,false,false,false,"이크살족 강습부대 요격","귀곡부대 보급부대가<br>이크살족 강습부대에게 습격당했다<br>보급품을 지키면서 이크살족을 쓰러뜨려라","","귀곡부대 보급품","","",0
188,1,3867975,27,32,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,false,false,0,false,false,false,"굶주린 지즈가 원하는 것","굶주린 지즈가 가을박 마을 주변을<br>어슬렁거려서 주민들이 겁에 질렸다<br>피해가 나오기 전에 지즈를 쓰러뜨려라","","","","",0
189,1,3868016,27,32,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,false,false,0,false,false,false,"오리나무 샘 청소","토끼거머리가 오리나무 샘에 있는<br>나무들을 먹어치우고 있다<br>검은장막 토끼거머리를 쓰러뜨려라","","","","",0
190,1,3922888,33,38,0,0,0,0,0,60722,60502,36,0,0,37,38,35,true,false,false,0,false,false,false,"고독한 골렘","광맥 조사 예정지에 주인을 잃은<br>골렘이 떠돌아다니고 있다<br>고독한 골렘 느뉴느위를 쓰러뜨려라","","","","",0
191,4,3996746,26,31,0,0,12,0,0,60721,60501,68,0,0,33,34,35,true,false,false,0,false,false,false,"하늘다리 사투: 전초전","키키룬족 도적단이 하늘다리로 몰려온다<br>남은 구리칼날단 병사 수를 신경 쓰며<br>그들과 협력해서 키키룬족을 쓰러뜨려라","","남은 구리칼날단 병사","","",0
192,4,3996834,26,31,0,0,43,44,0,60721,60501,68,0,0,33,34,35,true,false,false,0,false,false,false,"하늘다리 사투: 방어전","키키룬족 도적단이 하늘다리로 몰려온다<br>시민들과 물자를 지키면서<br>키키룬족을 쓰러뜨려라","","남은 시민","남은 물자","",0
193,4,3997258,26,31,0,0,43,44,0,60722,60502,171,0,0,37,38,35,true,false,false,0,false,false,false,"하늘다리 사투: 즈즈룬 격퇴","키키룬족 도적단 두목이 나타났다<br>시민들과 물자를 지키면서<br>수전노 즈즈룬을 쓰러뜨려라","","남은 시민","남은 물자","",0
194,1,3997260,26,31,0,229,0,0,0,60722,60502,69,0,0,33,34,35,true,false,false,0,false,false,false,"하늘다리 사투: 나요크 로 격퇴","키키룬족 도적단에게 시민 납치를<br>사주한 아말쟈족이 나타났다<br>인신매매범 나요크 로를 쓰러뜨려라","","","","",0
195,1,3997286,26,31,0,0,0,0,0,60722,60502,68,0,0,33,34,35,true,false,false,0,false,false,false,"하늘다리 사투: 시민 구출 작전","키키룬족에게 납치당한 시민을<br>구리칼날단과 협력해 구출하자<br>인신매매범 나요크 로를 쓰러뜨려라","","","","",0
196,1,4304993,50,60,0,221,0,0,0,60722,60502,153,0,0,37,38,35,false,false,true,0,false,false,false,"고대의 투신","칠흑빛 갑옷으로 무장한 망령기사가<br>검은장막 숲을 정처 없이 헤매고 있다<br>고대의 야만신 오딘을 물리쳐라","","","","",0
197,1,4305058,50,60,0,221,0,0,0,60722,60502,153,0,0,37,38,35,false,false,true,0,false,false,false,"고대의 투신","칠흑빛 갑옷으로 무장한 망령기사가<br>검은장막 숲을 정처 없이 헤매고 있다<br>고대의 야만신 오딘을 물리쳐라","","","","",0
198,1,4305274,50,60,0,221,0,0,0,60722,60502,153,0,0,37,38,35,false,false,true,0,false,false,false,"고대의 투신","칠흑빛 갑옷으로 무장한 망령기사가<br>검은장막 숲을 정처 없이 헤매고 있다<br>고대의 야만신 오딘을 물리쳐라","","","","",0
199,1,4305302,50,60,0,221,0,0,0,60722,60502,153,0,0,37,38,35,false,false,true,0,false,false,false,"고대의 투신","칠흑빛 갑옷으로 무장한 망령기사가<br>검은장막 숲을 정처 없이 헤매고 있다<br>고대의 야만신 오딘을 물리쳐라","","","","",0
200,1,4305341,50,60,0,221,0,0,0,60722,60502,153,0,0,37,38,35,false,false,true,0,false,false,false,"고대의 투신","칠흑빛 갑옷으로 무장한 망령기사가<br>검은장막 숲을 정처 없이 헤매고 있다<br>고대의 야만신 오딘을 물리쳐라","","","","",0
201,1,4305542,50,60,0,221,0,0,0,60722,60502,153,0,0,37,38,35,false,false,true,0,false,false,false,"고대의 투신","칠흑빛 갑옷으로 무장한 망령기사가<br>검은장막 숲을 정처 없이 헤매고 있다<br>고대의 야만신 오딘을 물리쳐라","","","","",0
202,1,4305574,50,60,0,221,0,0,0,60722,60502,153,0,0,37,38,35,false,false,true,0,false,false,false,"고대의 투신","칠흑빛 갑옷으로 무장한 망령기사가<br>검은장막 숲을 정처 없이 헤매고 있다<br>고대의 야만신 오딘을 물리쳐라","","","","",0
203,1,4305635,50,60,0,221,0,0,0,60722,60502,153,0,0,37,38,35,false,false,true,0,false,false,false,"고대의 투신","칠흑빛 갑옷으로 무장한 망령기사가<br>검은장막 숲을 정처 없이 헤매고 있다<br>고대의 야만신 오딘을 물리쳐라","","","","",0
204,1,4305642,50,60,0,221,0,0,0,60722,60502,153,0,0,37,38,35,false,false,true,0,false,false,false,"고대의 투신","칠흑빛 갑옷으로 무장한 망령기사가<br>검은장막 숲을 정처 없이 헤매고 있다<br>고대의 야만신 오딘을 물리쳐라","","","","",0
205,1,4305831,50,60,0,221,0,0,0,60722,60502,153,0,0,37,38,35,false,false,true,0,false,false,false,"고대의 투신","칠흑빛 갑옷으로 무장한 망령기사가<br>검은장막 숲을 정처 없이 헤매고 있다<br>고대의 야만신 오딘을 물리쳐라","","","","",0
206,1,4305940,50,60,0,221,0,0,0,60722,60502,153,0,0,37,38,35,false,false,true,0,false,false,false,"고대의 투신","칠흑빛 갑옷으로 무장한 망령기사가<br>검은장막 숲을 정처 없이 헤매고 있다<br>고대의 야만신 오딘을 물리쳐라","","","","",0
207,1,4305987,50,60,0,221,0,0,0,60722,60502,153,0,0,37,38,35,false,false,true,0,false,false,false,"고대의 투신","칠흑빛 갑옷으로 무장한 망령기사가<br>검은장막 숲을 정처 없이 헤매고 있다<br>고대의 야만신 오딘을 물리쳐라","","","","",0
208,1,4011055,7,12,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,false,false,0,false,false,false,"무당벌레의 천적","갑자기 늘어난 무당벌레가<br>해충뿐 아니라 이로운 곤충까지 잡아먹고 있다<br>몰려드는 무당벌레를 쓰러뜨려라","","","","",0
209,1,4038936,31,36,0,0,0,0,0,60722,60502,115,0,0,33,34,35,true,false,false,0,false,false,false,"연못 파괴자","동식물에게 물을 공급하는 움트는 연못을<br>말라버리게 할 만큼 거대한 몰볼이 나타났다<br>기진맥진한 조디를 쓰러뜨려라","","","","",0
210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,false,false,false,"","","","","","",0
211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,false,false,false,"","","","","","",0
212,1,4057804,19,24,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,false,false,0,false,false,false,"아흔 아홉덩굴","귀곡부대와 신궁부대를 도와서<br>갑자기 늘어난 덩굴 괴물을 제거하자<br>너무 자란 담쟁이를 쓰러뜨려라","","","","",0
