Index,0 [0x0][0x0],1 [0x2][0xc],2 [0x0][0x4],3 [0x2][0xd],4 [0x2][0xe],5 [0x2][0xf],6 [0x2][0x10],7 [0x2][0x11],8 [0x0][0x8],9 [0x3][0x14],10 [0x19][0x15]
1000183,"",0,"",0,0,1,0,0,"",5,false
1000184,"오스월드",0,"",0,0,1,0,0,"",3,true
1000185,"꽃집 아가씨 타니",0,"",0,0,1,0,0,"상인",3,true
1000186,"",0,"",0,0,1,0,0,"",5,false
1000187,"",0,"",0,0,1,0,0,"",5,false
1000188,"",0,"",0,0,1,0,0,"",5,false
1000189,"",0,"",0,0,1,0,0,"",5,false
1000190,"",0,"",0,0,1,0,0,"",5,false
1000191,"",0,"",0,0,1,0,0,"",5,false
1000192,"",0,"",0,0,1,0,0,"",5,false
1000193,"쌍사당 소위 개빈",0,"",0,0,1,0,0,"",3,false
1000194,"이델",0,"",0,0,1,0,0,"",3,false
1000195,"샹스텔루",0,"",0,0,1,0,0,"",3,false
1000196,"",0,"",0,0,1,0,0,"",5,false
1000197,"아셀리나",0,"",0,0,1,0,0,"궁술사 길드 접수원",3,false
1000198,"",0,"",0,0,1,0,0,"",5,false
1000199,"레이 알리아포",0,"",0,0,1,0,0,"",3,false
1000200,"루시안",0,"",0,0,1,0,0,"길드마스터",3,true
1000201,"",0,"",0,0,1,0,0,"",5,false
1000202,"",0,"",0,0,1,0,0,"",5,false
1000203,"",0,"",0,0,1,0,0,"",5,false
1000204,"실베르",0,"",0,0,1,0,0,"",3,false
1000205,"피어스",0,"",0,0,1,0,0,"",3,false
1000206,"프미바스",0,"",0,0,1,0,0,"",3,false
1000207,"",0,"",0,0,1,0,0,"",5,false
1000208,"",0,"",0,0,1,0,0,"",5,false
1000209,"",0,"",0,0,1,0,0,"",5,false
1000210,"",0,"",0,0,1,0,0,"",5,false
1000211,"클로이",0,"",0,0,1,0,0,"",3,false
1000212,"",0,"",0,0,1,0,0,"",5,false
1000213,"",0,"",0,0,1,0,0,"",5,false
1000214,"거스시드",0,"",0,0,1,0,0,"",3,false
1000215,"도미시앵",0,"",0,0,1,0,0,"방어구 상인",3,true
1000216,"일로리",0,"",0,0,1,0,0,"장신구 상인",3,true
1000217,"제레인트",0,"",0,0,1,0,0,"무기 상인",3,true
1000218,"애드미란다",0,"",0,0,1,0,0,"도구 상인",3,true
1000219,"",0,"",0,0,1,0,0,"",5,false
1000220,"만물상",0,"",0,0,1,0,0,"상인 겸 수리공",3,true
1000221,"",0,"",0,0,1,0,0,"",5,false
1000222,"만물상",0,"",0,0,1,0,0,"상인 겸 수리공",3,true
1000223,"",0,"",0,0,1,0,0,"",5,false
1000224,"",0,"",0,0,1,0,0,"",5,false
1000225,"",0,"",0,0,1,0,0,"",5,false
1000226,"",0,"",0,0,1,0,0,"",5,false
1000227,"아드르포르",0,"",0,0,1,0,0,"",3,false
1000228,"마르크로르",0,"",0,0,1,0,0,"",3,false
1000229,"웨닐드",0,"",0,0,1,0,0,"",3,false
1000230,"만물상",0,"",0,0,1,0,0,"상인 겸 수리공",3,true
1000231,"파스칼린",0,"",0,0,1,0,0,"",3,false
1000232,"사사메로",0,"",0,0,1,0,0,"음식 상인",3,true
1000233,"파넬",0,"",0,0,1,0,0,"집사 소개",3,true
1000234,"무기 상인",0,"",0,0,1,0,0,"",3,true
1000235,"포네트",0,"",0,0,1,0,0,"",3,false
1000236,"오로요드",0,"",0,0,1,0,0,"재료 상인",3,true
1000237,"앨프래드",0,"",0,0,1,0,0,"",3,false
1000238,"알라릭",0,"",0,0,1,0,0,"잡화 상인",3,true
1000239,"알브가스트",0,"",0,0,1,0,0,"약품 상인",3,true
1000240,"",0,"",0,0,1,0,0,"",5,false
1000241,"",0,"",0,0,1,0,0,"",5,false
1000242,"",0,"",0,0,1,0,0,"",5,false
1000243,"교역상인 리슈슈",0,"",0,0,1,0,0,"",3,false
1000244,"방어구 상인",0,"",0,0,1,0,0,"",3,true
1000245,"",0,"",0,0,1,0,0,"",5,false
1000246,"",0,"",0,0,1,0,0,"",5,false
1000247,"",0,"",0,0,1,0,0,"",5,false
1000248,"세인귤드",0,"",0,0,1,0,0,"",3,false
1000249,"",0,"",0,0,1,0,0,"",5,false
1000250,"",0,"",0,0,1,0,0,"",5,false
1000251,"질리언",0,"",0,0,1,0,0,"창술사 길드 접수원",3,false
1000252,"",0,"",0,0,1,0,0,"",5,false
1000253,"",0,"",0,0,1,0,0,"",5,false
1000254,"이웨인",0,"",0,0,1,0,0,"길드마스터",3,true
1000255,"",0,"",0,0,1,0,0,"",5,false
1000256,"",0,"",0,0,1,0,0,"",5,false
1000257,"미테니",0,"",0,0,1,0,0,"",3,false
1000258,"",0,"",0,0,1,0,0,"",5,false
1000259,"",0,"",0,0,1,0,0,"",5,false
1000260,"쌍사당 병장 오르트페르",0,"",0,0,1,0,0,"",3,false
1000261,"프란시스",0,"",0,0,1,0,0,"",3,false
1000262,"졸린",0,"",0,0,1,0,0,"",3,false
1000263,"부아즐롱",0,"",0,0,1,0,0,"",3,false
1000264,"",0,"",0,0,1,0,0,"",5,false
1000265,"가에탕",0,"",0,0,1,0,0,"",3,false
1000266,"",0,"",0,0,1,0,0,"",5,false
1000267,"레오폴드",0,"",0,0,1,0,0,"무기 상인",3,true
1000268,"",0,"",0,0,1,0,0,"",5,false
1000269,"",0,"",0,0,1,0,0,"",5,false
1000270,"",0,"",0,0,1,0,0,"",5,false
1000271,"",0,"",0,0,1,0,0,"",5,false
1000272,"네모 마이모브",0,"",0,0,1,0,0,"",3,false
1000273,"",0,"",0,0,1,0,0,"",5,false
1000274,"",0,"",0,0,1,0,0,"",5,false
1000275,"",0,"",0,0,1,0,0,"",5,false
1000276,"주니",0,"",0,0,1,0,0,"",3,false
1000277,"나트하시오",0,"",0,0,1,0,0,"",3,false
1000278,"",0,"",0,0,1,0,0,"",5,false
1000279,"",0,"",0,0,1,0,0,"",5,false
1000280,"",0,"",0,0,1,0,0,"",5,false
1000281,"세브랭",0,"",0,0,1,0,0,"",3,false
1000282,"노에스",0,"",0,0,1,0,0,"",3,false
1000283,"야슈와헤",0,"",0,0,1,0,0,"",3,false
1000284,"새스리다",0,"",0,0,1,0,0,"",3,false
1000285,"",0,"",0,0,1,0,0,"",5,false
1000286,"에스텐",0,"",0,0,1,0,0,"",3,false
1000287,"아일루아",0,"",0,0,1,0,0,"",3,false
1000288,"프랑케",0,"",0,0,1,0,0,"",3,false
1000289,"",0,"",0,0,1,0,0,"",5,false
1000290,"",0,"",0,0,1,0,0,"",5,false
1000291,"",0,"",0,0,1,0,0,"",5,false
1000292,"산드레",0,"",0,0,1,0,0,"",3,false
1000293,"",0,"",0,0,1,0,0,"",5,false
1000294,"레온소",0,"",0,0,1,0,0,"원예가 길드 접수원",3,false
1000295,"시셀리",0,"",0,0,1,0,0,"",3,false
1000296,"",0,"",0,0,1,0,0,"",5,false
1000297,"에설리드",0,"",0,0,1,0,0,"",3,false
1000298,"",0,"",0,0,1,0,0,"",5,false
1000299,"아르슈볼리에르",0,"",0,0,1,0,0,"",3,false
1000300,"사미안",0,"",0,0,1,0,0,"",3,false
1000301,"방앗간 총각 리틀존",0,"",0,0,1,0,0,"상인",3,true
1000302,"",0,"",0,0,1,0,0,"",5,false
1000303,"",0,"",0,0,1,0,0,"",5,false
1000304,"",0,"",0,0,1,0,0,"",5,false
1000305,"",0,"",0,0,1,0,0,"",5,false
1000306,"케너드",0,"",0,0,1,0,0,"",3,false
1000307,"바티스토",0,"",0,0,1,0,0,"",3,false
1000308,"",0,"",0,0,1,0,0,"",5,false
1000309,"거보두",0,"",0,0,1,0,0,"",3,false
1000310,"",0,"",0,0,1,0,0,"",5,false
1000311,"바르나봉탕",0,"",0,0,1,0,0,"",3,false
1000312,"리젤레",0,"",0,0,1,0,0,"",3,false
1000313,"",0,"",0,0,1,0,0,"",5,false
1000314,"",0,"",0,0,1,0,0,"",5,false
1000315,"월듀",0,"",0,0,1,0,0,"",3,false
1000316,"",0,"",0,0,1,0,0,"",5,false
1000317,"",0,"",0,0,1,0,0,"",5,false
1000318,"",0,"",0,0,1,0,0,"",5,false
1000319,"",0,"",0,0,1,0,0,"",5,false
1000320,"비디",0,"",0,0,1,0,0,"",3,false
1000321,"",0,"",0,0,1,0,0,"",5,false
1000322,"",0,"",0,0,1,0,0,"",5,false
1000323,"마델",0,"",0,0,1,0,0,"환술사 길드 접수원",3,false
1000324,"에메리아",0,"",0,0,1,0,0,"",3,false
1000325,"",0,"",0,0,1,0,0,"",5,false
1000326,"",0,"",0,0,1,0,0,"",5,false
1000327,"샤를린",0,"",0,0,1,0,0,"",3,true
1000328,"커스버트",0,"",0,0,1,0,0,"",3,false
1000329,"",0,"",0,0,1,0,0,"",5,false
1000330,"",0,"",0,0,1,0,0,"",5,false
1000331,"울프릭",0,"",0,0,1,0,0,"",3,false
1000332,"메프리드",0,"",0,0,1,0,0,"",3,false
1000333,"",0,"",0,0,1,0,0,"",5,false
1000334,"발란",0,"",0,0,1,0,0,"",3,false
1000335,"",0,"",0,0,1,0,0,"",5,false
1000336,"",0,"",0,0,1,0,0,"",5,false
1000337,"",0,"",0,0,1,0,0,"",5,false
1000338,"이마니",0,"",0,0,1,0,0,"",3,false
1000339,"",0,"",0,0,1,0,0,"",5,false
1000340,"에리몽",0,"",0,0,1,0,0,"",3,false
1000341,"조프리",0,"",0,0,1,0,0,"",3,false
1000342,"",0,"",0,0,1,0,0,"",5,false
1000343,"",0,"",0,0,1,0,0,"",5,false
1000344,"",0,"",0,0,1,0,0,"",5,false
1000345,"",0,"",0,0,1,0,0,"",5,false
1000346,"",0,"",0,0,1,0,0,"",5,false
1000347,"",0,"",0,0,1,0,0,"",5,false
1000348,"",0,"",0,0,1,0,0,"",5,false
1000349,"",0,"",0,0,1,0,0,"",5,false
1000350,"",0,"",0,0,1,0,0,"",5,false
1000351,"",0,"",0,0,1,0,0,"",5,false
1000352,"랜달",0,"",0,0,1,0,0,"가죽공예가 길드 접수원",3,false
1000353,"",0,"",0,0,1,0,0,"",5,false
1000354,"",0,"",0,0,1,0,0,"",5,false
1000355,"쿠마 모슈로카",0,"",0,0,1,0,0,"",3,false
1000356,"",0,"",0,0,1,0,0,"",5,false
1000357,"벨리",0,"",0,0,1,0,0,"",3,false
1000358,"",0,"",0,0,1,0,0,"",3,false
1000359,"",0,"",0,0,1,0,0,"",5,false
1000360,"그랫캔트",0,"",0,0,1,0,0,"",3,false
1000361,"",0,"",0,0,1,0,0,"",5,false
1000362,"",0,"",0,0,1,0,0,"",5,false
1000363,"가죽용품 상인 워바이어그",0,"",0,0,1,0,0,"",3,false
1000364,"",0,"",0,0,1,0,0,"",5,false
1000365,"",0,"",0,0,1,0,0,"",5,false
1000366,"",0,"",0,0,1,0,0,"",3,false
1000367,"호딘",0,"",0,0,1,0,0,"",3,false
1000368,"",0,"",0,0,1,0,0,"",5,false
1000369,"",0,"",0,0,1,0,0,"",5,false
1000370,"셀레스틴",0,"",0,0,1,0,0,"",3,false
1000371,"루릭",0,"",0,0,1,0,0,"",3,false
1000372,"타타소사",0,"",0,0,1,0,0,"",3,false
1000373,"회전하는 칼날",0,"",0,0,1,0,0,"",3,false
1000374,"",0,"",0,0,1,0,0,"",5,false
1000375,"에럴",0,"",0,0,1,0,0,"",3,false
1000376,"",0,"",0,0,1,0,0,"",5,false
1000377,"",0,"",0,0,1,0,0,"",5,false
1000378,"",0,"",0,0,1,0,0,"",5,false
1000379,"",0,"",0,0,1,0,0,"",5,false
1000380,"",0,"",0,0,1,0,0,"",5,false
1000381,"",0,"",0,0,1,0,0,"",5,false
1000382,"",0,"",0,0,1,0,0,"",5,false
1000383,"",0,"",0,0,1,0,0,"",5,false
1000384,"나오 감둘라",0,"",0,0,1,0,0,"",3,true
1000385,"",0,"",0,0,1,0,0,"",5,false
1000386,"",0,"",0,0,1,0,0,"",5,false
1000387,"",0,"",0,0,1,0,0,"",5,false
1000388,"",0,"",0,0,1,0,0,"",5,false
1000389,"노지로 마루지로",0,"",0,0,1,0,0,"",3,false
1000390,"",0,"",0,0,1,0,0,"",5,false
1000391,"가죽공예가 오스자이스",0,"",0,0,1,0,0,"상인",3,true
1000392,"목수 페레올",0,"",0,0,1,0,0,"상인",3,true
1000393,"블루아지랑",0,"",0,0,1,0,0,"",3,false
1000394,"어켄보드",0,"",0,0,1,0,0,"수리공",3,true
1000395,"클레망탕",0,"",0,0,1,0,0,"수리공",3,true
1000396,"만물상",0,"",0,0,1,0,0,"상인 겸 수리공",3,true
1000397,"수리공",0,"",0,0,1,0,0,"",3,true
1000398,"",0,"",0,0,1,0,0,"",3,false
1000399,"",0,"",0,0,1,0,0,"",3,false
1000400,"",0,"",0,0,1,0,0,"",3,false
1000401,"",0,"",0,0,1,0,0,"",5,false
1000402,"",0,"",0,0,1,0,0,"",5,false
1000403,"",0,"",0,0,1,0,0,"",5,false
1000404,"",0,"",0,0,1,0,0,"",5,false
1000405,"",0,"",0,0,1,0,0,"",5,false
1000406,"",0,"",0,0,1,0,0,"",3,false
1000407,"옹벨",0,"",0,0,1,0,0,"",3,false
1000408,"추브 카마좀",0,"",0,0,1,0,0,"",3,false
1000409,"알릭시",0,"",0,0,1,0,0,"",3,false
1000410,"",0,"",0,0,1,0,0,"",5,false
1000411,"마리우스텔",0,"",0,0,1,0,0,"",3,false
1000412,"",0,"",0,0,1,0,0,"",5,false
1000413,"발르랑",0,"",0,0,1,0,0,"",3,false
1000414,"",0,"",0,0,1,0,0,"",5,false
1000415,"",0,"",0,0,1,0,0,"",5,false
1000416,"",0,"",0,0,1,0,0,"",5,false
1000417,"",0,"",0,0,1,0,0,"",5,false
1000418,"",0,"",0,0,1,0,0,"",5,false
1000419,"",0,"",0,0,1,0,0,"",5,false
1000420,"포세르토",0,"",0,0,1,0,0,"",3,false
1000421,"갤프리드",0,"",0,0,1,0,0,"",3,false
1000422,"",0,"",0,0,1,0,0,"",5,false
1000423,"신궁부대 대원",0,"",0,0,1,0,0,"",3,false
1000424,"",0,"",0,0,1,0,0,"",5,false
1000425,"",0,"",0,0,1,0,0,"",5,false
1000426,"",0,"",0,0,1,0,0,"",5,false
1000427,"",0,"",0,0,1,0,0,"",5,false
1000428,"사인윈",0,"",0,0,1,0,0,"",3,false
1000429,"밀리센트",0,"",0,0,1,0,0,"",3,false
1000430,"애럴드",0,"",0,0,1,0,0,"",3,false
1000431,"",0,"",0,0,1,0,0,"",5,false
1000432,"모를랭",0,"",0,0,1,0,0,"",3,false
1000433,"",0,"",0,0,1,0,0,"",5,false
1000434,"",0,"",0,0,1,0,0,"",5,false
1000435,"오샤 자브",0,"",0,0,1,0,0,"",3,false
1000436,"시어도어",0,"",0,0,1,0,0,"",3,false
1000437,"자크우스",0,"",0,0,1,0,0,"",3,false
1000438,"이리엘",0,"",0,0,1,0,0,"",3,false
1000439,"롤랑데",0,"",0,0,1,0,0,"",3,false
1000440,"X미사용: 328_그리다니아",0,"",0,0,1,0,0,"",3,false
1000441,"X미사용: 329_그리다니아",0,"",0,0,1,0,0,"",3,false
1000442,"X미사용: 330_그리다니아",0,"",0,0,1,0,0,"",3,false
1000443,"X미사용: 331_그리다니아",0,"",0,0,1,0,0,"",3,false
1000444,"X미사용: 332_그리다니아",0,"",0,0,1,0,0,"",3,false
1000445,"",0,"",0,0,1,0,0,"",5,false
1000446,"",0,"",0,0,1,0,0,"",5,false
1000447,"",0,"",0,0,1,0,0,"",5,false
1000448,"풀크",0,"",0,0,1,0,0,"",3,false
1000449,"몽랑갱",0,"",0,0,1,0,0,"",3,false
1000450,"X임시 쓰러진 창술사 1",0,"",0,0,1,0,0,"",5,false
1000451,"X임시 쓰러진 창술사 2",0,"",0,0,1,0,0,"",5,false
1000452,"X임시 쓰러진 창술사 3",0,"",0,0,1,0,0,"",5,false
1000453,"",0,"",0,0,1,0,0,"",5,false
1000454,"",0,"",0,0,1,0,0,"",5,false
1000455,"엘드프리스",0,"",0,0,1,0,0,"",3,false
1000456,"신궁부대 사단장",0,"",0,0,1,0,0,"",3,false
1000457,"×(仮)ManFst007神勇隊2",0,"",0,0,1,0,0,"",5,false
1000458,"×(仮)ManFst007神勇隊3",0,"",0,0,1,0,0,"",5,false
1000459,"앨드리드",0,"",0,0,1,0,0,"",3,false
1000460,"조용한 도사",0,"",0,0,1,0,0,"",3,true
1000461,"가비노",0,"",0,0,1,0,0,"",3,false
1000462,"",0,"",0,0,1,0,0,"",5,false
1000463,"×(仮)ManFst007鬼哭隊1",0,"",0,0,1,0,0,"",5,false
1000464,"×(仮)ManFst007鬼哭隊2",0,"",0,0,1,0,0,"",5,false
1000465,"알레스탄",0,"",0,0,1,0,0,"",3,false
1000466,"×ClsLnc006_f1f1_襲われてる槍術士",0,"",0,0,1,0,0,"",5,false
1000467,"×（仮）ClsLnc006_f1f4_倒れてる槍術士4",0,"",0,0,1,0,0,"",5,false
1000468,"",0,"",0,0,1,0,0,"",5,false
1000469,"",0,"",0,0,1,0,0,"",5,false
1000470,"키사",0,"",0,0,1,0,0,"",3,true
1000471,"루클로",0,"",0,0,1,0,0,"",3,false
1000472,"",0,"",0,0,1,0,0,"",5,false
1000473,"마르고",0,"",0,0,1,0,0,"",3,false
1000474,"이셀스리스",0,"",0,0,1,0,0,"",3,false
1000475,"×困っている飼い主",0,"",0,0,1,0,0,"",5,false
1000476,"레오데르",0,"",0,0,1,0,0,"",3,false
1000477,"",0,"",0,0,1,0,0,"",5,false
1000478,"마거리아",0,"",0,0,1,0,0,"",3,false
1000479,"",0,"",0,0,1,0,0,"",5,false
