Index,0 [0x5][0x4],1 [0x5][0x6],2 [0x3][0x8],3 [0x19][0x9],4 [0x0][0x0]
17,57,1,0,false,"[<if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>] 링크셸을 탈퇴했습니다."
18,57,33,0,false,"[<if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>] 링크셸을 해체했습니다."
19,57,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }> 님을 [<if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>] 링크셸에서 제외했습니다."
20,57,1,0,false,"[<if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>] 링크셸에서 제외되었습니다."
21,57,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }> 님을 [<if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>] 링크셸의 새로운 마스터로 임명했습니다."
22,57,33,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }> 님이 [target] 링크셸의 새로운 마스터로 임명되었습니다."
23,57,33,0,false,"[<if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>] 링크셸의 관리자로 설정되었습니다."
24,57,1,0,false,"[<if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>] 링크셸의 관리자 권한이 취소되었습니다."
25,57,33,0,false,"<if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }> 님에게 우편을 발송했습니다."
26,57,1,0,false,"우편을 삭제했습니다."
27,57,1,0,false,"우편으로 <ref:Item><if(INT: 3 ? 2 ) {×<value>} else {}><?0xd> 취득했습니다."
28,57,1,0,false,"우편으로 <value>길을 취득했습니다."
29,60,9,0,false,"수취하지 않은 아이템 수가 한계에 도달했습니다. 수취를 완료하지 않으면 아이템이 첨부된 우편을 더는 받을 수 없습니다."
30,60,8,0,false,"<if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }> 님은 현재 거래할 수 없습니다."
31,60,8,0,false,"거래할 수 없는 아이템입니다."
32,57,1,0,false,"<if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }> 님에게 거래를 신청했습니다."
33,57,1,0,false,"<if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }> 님이 거래 물품을 확인 중입니다."
34,57,1,0,false,"<if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }> 님이 거래를 신청했습니다."
35,57,1,0,false,"거래가 시작되었습니다."
36,57,1,0,false,"거래가 취소되었습니다."
37,57,1,0,false,"거래 물품이 변경되었습니다."
38,57,33,0,false,"거래가 완료되었습니다."
39,60,8,0,false,"소지품이 가득 차서 거래할 수 없습니다."
40,60,8,0,false,"<if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }> 님은 소지품이 가득 차서 거래할 수 없습니다."
41,60,8,0,false,"거래하려면 내구도가 100% 이상이어야 합니다."
42,60,8,0,false,"하나밖에 소지할 수 없는 아이템입니다. 이미 가지고 있어서 거래할 수 없습니다."
43,60,8,0,false,"하나밖에 소지할 수 없는 아이템입니다. <if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }> 님은 이미 가지고 있어서 거래할 수 없습니다."
44,57,8,0,false,"거래 상대에게서 멀어지면 거래가 취소됩니다."
45,60,8,0,false,"입력 가능한 글자 수를 초과하였습니다."
46,60,8,0,false,"소지금이 한계에 달하여 취득할 수 없습니다."
47,60,8,0,false,"<if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }> 님의 소지금이 한계에 달하여 아이템을 거래할 수 없습니다."
48,60,8,0,false,"'다른 용무 중'일 때는 거래를 신청할 수 없습니다."
49,60,1,0,false,"<value> 님은 현재 '다른 용무 중'이므로 귓속말을 들을 수 없습니다."
50,60,1,0,false,"<value> 님에게 귓속말을 보낼 수 없습니다."
51,60,8,0,false,"지정한 플레이어가 없습니다."
52,57,33,0,false,"<if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }> 님을 자동으로 따라갑니다."
53,57,33,0,false,"따라가기가 취소되었습니다."
54,60,8,0,false,"거래에 실패했습니다."
55,60,8,0,false,"차단 목록에 등록된 대상에게는 귓속말을 보낼 수 없습니다."
56,60,8,0,false,"차단 목록에 등록된 대상에게는 거래를 신청할 수 없습니다."
57,60,8,0,false,"차단 목록에 등록된 대상은 파티에 초대할 수 없습니다."
58,60,8,0,false,"차단 목록에 등록된 대상은 링크셸에 초대할 수 없습니다."
59,60,8,0,false,"소지품의 여유 공간이 <value>칸 남았습니다."
60,57,33,0,false,"<?0x60><if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }> 님이 파티에 참가했습니다."
61,57,33,0,false,"<?0x60><if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }> 님의 파티에 참가했습니다."
62,57,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }> 님이 파티 초대를 거절했습니다."
63,57,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }> 님의 파티 초대를 거절했습니다."
64,57,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }> 님을 파티장으로 임명했습니다."
65,57,33,0,false,"파티장으로 임명되었습니다."
66,57,33,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }> 님이 파티장으로 임명되었습니다."
67,57,1,0,false,"<?0x60><if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }> 님을 파티에서 제외시켰습니다."
68,57,1,0,false,"<?0x60><if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }> 님의 파티에서 탈퇴했습니다."
69,57,33,0,false,"<?0x60><if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }> 님이 파티에서 탈퇴했습니다."
70,57,33,0,false,"<?0x60>자신이 파티장인 파티에서 탈퇴했습니다."
71,57,33,0,false,"<?0x60><if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }> 님이 파티에서 탈퇴하여, <if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }> 님이 새로운 파티장이 되었습니다."
72,57,33,0,false,"<?0x60>파티를 해체했습니다."
73,57,33,0,false,"<?0x60>파티가 해체되었습니다."
74,57,33,0,false,"[<if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>] 링크셸에 가입했습니다."
75,57,33,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }> 님이 [<if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>] 링크셸에 가입했습니다."
76,57,1,0,false,"[<if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>] 링크셸 가입을 거절했습니다."
77,57,33,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }> 님이 [<if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>] 링크셸을 탈퇴했습니다."
78,57,33,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }> 님과 친구가 되었습니다."
79,57,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }> 님의 친구 신청을 거절했습니다."
80,57,32,0,false,"검색 정보가 갱신되었습니다."
81,57,32,0,false,"플레이어 검색 조건이 반영되었습니다."
82,57,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }> 님에게 보낸 친구 신청을 취소했습니다."
83,57,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }> 님의 친구 신청이 취소되었습니다."
84,57,33,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }> 님이 접속을 종료했습니다."
85,57,33,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }> 님이 파티에 복귀했습니다."
86,60,8,0,false,"차단 목록에 등록된 대상에게는 마테리아 장착을 의뢰할 수 없습니다."
87,60,8,0,false,"제작자가 아니므로 마테리아 장착을 의뢰할 수 없습니다."
88,57,33,0,false,"새로운 지역을 발견했습니다!"
89,60,8,0,false,"캐릭터 목록을 불러오지 못했습니다. 다른 데이터 센터를 이용하거나 잠시 기다려주십시오."
90,57,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }> 님이 [<if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>] 링크셸 가입을 거절했습니다."
91,57,33,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }> 님이 [<if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>] 링크셸 초대를 취소했습니다."
92,57,33,0,false,"[<if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>] 링크셸 초대가 취소되었습니다."
93,60,8,0,false,"우편 처리 중입니다. 완료될 때까지 기다려 주시기 바랍니다."
94,72,1,0,false,"전체 <value>건의 파티 모집 중, 조건에 맞는 파티가 <value>건 검색되었습니다."
95,57,1,0,false,"파티 초대를 전부 취소했습니다."
96,60,8,0,false,"미용실 전용 머리 모양 및 얼굴 무늬는 사용할 수 없으므로, 초기값이 적용됩니다."
97,57,1,0,false,"일정 시간 동안 조작하지 않아 자리비움 상태로 설정합니다."
98,57,1,0,false,"자리비움 상태가 해제되었습니다."
99,60,8,0,false,"모집자가 차단 목록에 등록되어 있어 파티에 참가할 수 없습니다."
100,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }><?0xd> <if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }><?0xd> 보고 놀랍니다."
101,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }><?0xd> <if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }><?0xd> 불만스러워합니다."
102,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }><?0xd> <if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>에게 화를 냅니다."
103,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }><?0xd> <if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }><?0xd> 보고 수줍어합니다."
104,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }><?0xd> <if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>에게 공손하게 인사합니다."
105,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }><?0xd> <if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }><?0xd> 응원합니다."
106,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }><?0xd> <if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>에게 박수를 보냅니다."
107,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }><?0xd> <if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>에게 손짓합니다."
108,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }><?0xd> <if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }><?0xd> 위로합니다."
109,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }><?0xd> <if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }><?0xd> 보고 엉엉 웁니다."
110,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }><?0xd> <if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }> 앞에서 춤을 춥니다."
111,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }><?0xd> <if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }><?0xd> 추궁합니다."
112,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }><?0xd> <if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }> 앞에서 꾸벅꾸벅 좁니다."
113,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }><?0xd> <if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }><?0xd> 보고 분개합니다."
114,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }><?0xd> <if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>에게 작별 인사를 합니다."
115,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }><?0xd> <if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>에게 손을 흔듭니다."
116,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }><?0xd> <if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }><?0xd> 보고 어이없어합니다."
117,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }><?0xd> <if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }><?0xd> 보고 기뻐합니다."
118,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }><?0xd> <if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }> 앞에 무릎을 꿇습니다."
119,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }><?0xd> <if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }><?0xd> 보고 웃습니다."
120,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }><?0xd> <if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }><?0xd> 보고 폭소를 터뜨립니다."
121,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }><?0xd> <if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }><?0xd> 찾아 주위를 둘러봅니다."
122,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }><?0xd> <if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>에게 자신을 가리켜 보입니다."
123,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }><?0xd> <if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>에게 고개를 저어 보입니다."
124,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }><?0xd> <if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>에게 부정의 뜻을 전합니다."
125,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }><?0xd> <if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }> 앞에서 당황스러워합니다."
126,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }><?0xd> <if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }><?0xd> 손가락으로 가리킵니다."
127,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }><?0xd> <if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }><?0xd> 쿡쿡 찌릅니다."
128,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }><?0xd> <if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }><?0xd> 칭찬합니다."
129,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }><?0xd> <if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>에게 힘을 불어넣습니다."
130,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }><?0xd> <if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>에게 경례합니다."
131,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }><?0xd> <if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }><?0xd> 보고 기겁합니다."
132,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }><?0xd> <if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>에게 어깨를 으쓱해 보입니다."
133,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }><?0xd> <if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }><?0xd> 격려합니다."
134,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }><?0xd> <if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }><?0xd> 진정시킵니다."
135,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }><?0xd> <if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>에게 비틀거리며 다가갑니다."
136,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }><?0xd> <if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }> 앞에서 기지개를 켭니다."
137,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }><?0xd> <if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>에게 삐친 모습을 보입니다."
138,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }><?0xd> <if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }> 앞에서 생각에 잠깁니다."
139,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }><?0xd> <if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }> 앞에서 실망스러워합니다."
140,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }><?0xd> <if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }><?0xd> 환영합니다."
141,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }><?0xd> <if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>에게 고개를 끄덕입니다."
142,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }><?0xd> <if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }><?0xd> 향해 엄지손가락을 추켜세웁니다."
143,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }><?0xd> <if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }> 앞에서 자기 모습을 확인합니다."
144,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }><?0xd> <if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }> 앞에서 멋진 자세를 취합니다."
145,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }><?0xd> <if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>에게 흑와단식으로 경례합니다."
146,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }><?0xd> <if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>에게 쌍사당식으로 경례합니다."
147,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }><?0xd> <if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>에게 불멸대식으로 경례합니다."
148,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }><?0xd> <if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>에게 손키스를 날립니다."
149,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }><?0xd> <if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>에게 눈덩이를 던집니다."
150,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }><?0xd> <if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>에게 무릎 꿇고 사죄합니다."
151,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }><?0xd> <if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }><?0xd> 보고 행복해합니다."
152,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }><?0xd> <if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }><?0xd> 보고 좌절합니다."
153,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }><?0xd> <if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>에게 전투 태세를 취해보입니다."
154,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }><?0xd> <if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>에게 승리의 기쁨을 전합니다."
155,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }><?0xd> <if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }> 앞에서 공중제비를 돕니다."
156,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }><?0xd> <if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>에게 포권의 예를 취합니다."
157,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }><?0xd> <if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }><?0xd> 보고 번뜩이는 생각을 떠올립니다."
158,0,0,0,false,""
159,0,0,0,false,""
160,0,0,0,false,""
161,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }><?0xd> <if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }><?0xd> 보고 정색합니다."
162,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }><?0xd> <if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>에게 미소를 짓습니다."
163,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }><?0xd> <if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>에게 웃어 보입니다."
164,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }><?0xd> <if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>에게 자신감 넘치는 표정을 짓습니다."
165,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }><?0xd> <if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }><?0xd> 보고 음흉하게 웃습니다."
166,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }><?0xd> <if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }> 앞에서 눈을 감습니다."
167,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }><?0xd> <if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }> 앞에서 울상을 짓습니다."
168,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }><?0xd> <if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }><?0xd> 보고 공포에 질린 얼굴을 합니다."
169,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }><?0xd> <if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>에게 어리둥절한 표정을 짓습니다."
170,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }><?0xd> <if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>에게 아픈 표정을 짓습니다."
171,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }><?0xd> <if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>에게 불쾌한 표정을 짓습니다."
172,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }><?0xd> <if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>에게 무언가 깨달은 표정을 짓습니다."
173,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }><?0xd> <if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>에게 걱정스러운 표정을 짓습니다."
174,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }><?0xd> <if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }><?0xd> 보고 싱글벙글 웃습니다."
175,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }><?0xd> <if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>에게 화난 표정을 짓습니다."
176,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }><?0xd> <if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>에게 미안한 표정을 짓습니다."
177,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }><?0xd> <if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>에게 놀란 표정을 짓습니다."
178,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }><?0xd> <if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>에게 기도합니다."
179,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }><?0xd> <if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>에게 제국식으로 경례합니다."
180,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }><?0xd> <if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>에게 무언가를 던집니다."
181,0,0,0,false,""
182,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }><?0xd> <if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }> 앞에서 탭댄스를 춥니다."
183,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }><?0xd> <if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }> 앞에서 풍요의 춤을 춥니다."
184,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }><?0xd> <if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>에게 궁중 무용을 선보입니다."
185,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }><?0xd> <if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }> 앞에서 신사의 춤을 춥니다."
186,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }><?0xd> <if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }><?0xd> 쓰다듬습니다."
187,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }><?0xd> <if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>에게 무언가를 건넵니다."
188,29,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }><?0xd> <if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>에게 먹이를 줍니다."
