Index,0 [0x0][0x4],1 [0x3][0xa],2 [0x3][0xb],3 [0x19][0xd],4 [0x3][0xc],5 [0x5][0x8],6 [0x0][0x0]
429,"HOTBAR_EX_9",255,253,false,6,129,"보조 단축바: 9번 칸"
430,"HOTBAR_EX_0",255,253,false,6,130,"보조 단축바: 10번 칸"
431,"HOTBAR_EX_A",255,253,false,6,131,"보조 단축바: 11번 칸"
432,"HOTBAR_EX_B",255,253,false,6,132,"보조 단축바: 12번 칸"
451,"VIRTUAL_PAD_UP",255,255,false,7,1,"<icon:2> 방향키 위"
452,"VIRTUAL_PAD_DOWN",255,255,false,7,2,"<icon:3> 방향키 아래"
453,"VIRTUAL_PAD_LEFT",255,255,false,7,3,"<icon:4> 방향키 왼쪽"
454,"VIRTUAL_PAD_RIGHT",255,255,false,7,4,"<icon:5> 방향키 오른쪽"
455,"VIRTUAL_PAD_TRIANGLE",255,255,false,7,5,"<icon:12><if(INT: 2 ? 1 ) { △ 버튼} else { Y 버튼}>"
456,"VIRTUAL_PAD_CIRCLE",255,255,false,7,6,"<icon:9><if(INT: 2 ? 1 ) { ○ 버튼} else { B 버튼}>"
457,"VIRTUAL_PAD_CROSS",255,255,false,7,7,"<icon:10><if(INT: 2 ? 1 ) { × 버튼} else { A 버튼}>"
458,"VIRTUAL_PAD_SQUARE",255,255,false,7,8,"<icon:11><if(INT: 2 ? 1 ) { □ 버튼} else { X 버튼}>"
459,"VIRTUAL_PAD_START",255,255,false,7,9,"<icon:19><if( 2 ) {<switch:START/OPTIONS>} else {START}> 버튼"
460,"VIRTUAL_PAD_SELECT",255,255,false,7,10,"<icon:20><if( 2 ) {<switch:SELECT/터치패드>} else {BACK}> 버튼"
461,"VIRTUAL_PAD_L1",255,255,false,7,11,"<icon:13><if(INT: 2 ? 1 ) { L1 버튼} else { LB 버튼}>"
462,"VIRTUAL_PAD_L2",255,255,false,7,12,"<icon:15><if(INT: 2 ? 1 ) { L2 버튼} else { 왼쪽 트리거}>"
463,"VIRTUAL_PAD_R1",255,255,false,7,13,"<icon:14><if(INT: 2 ? 1 ) { R1 버튼} else { RB 버튼}>"
464,"VIRTUAL_PAD_R2",255,255,false,7,14,"<icon:16><if(INT: 2 ? 1 ) { R2 버튼} else { 오른쪽 트리거}>"
465,"VIRTUAL_PAD_L3",255,255,false,7,15,"<icon:17><if(INT: 2 ? 1 ) { L3 버튼} else { 왼쪽 스틱 버튼}>"
466,"VIRTUAL_PAD_R3",255,255,false,7,16,"<icon:18><if(INT: 2 ? 1 ) { R3 버튼} else { 오른쪽 스틱 버튼}>"
467,"VIRTUAL_PAD_LSTICK_UP",255,255,false,7,17,"<icon:21> 왼쪽 스틱 위"
468,"VIRTUAL_PAD_LSTICK_DOWN",255,255,false,7,18,"<icon:21> 왼쪽 스틱 아래"
469,"VIRTUAL_PAD_LSTICK_LEFT",255,255,false,7,19,"<icon:21> 왼쪽 스틱 왼쪽"
470,"VIRTUAL_PAD_LSTICK_RIGHT",255,255,false,7,20,"<icon:21> 왼쪽 스틱 오른쪽"
471,"VIRTUAL_PAD_RSTICK_UP",255,255,false,7,21,"<icon:24> 오른쪽 스틱 위"
472,"VIRTUAL_PAD_RSTICK_DOWN",255,255,false,7,22,"<icon:24> 오른쪽 스틱 아래"
473,"VIRTUAL_PAD_RSTICK_LEFT",255,255,false,7,23,"<icon:24> 오른쪽 스틱 왼쪽"
474,"VIRTUAL_PAD_RSTICK_RIGHT",255,255,false,7,24,"<icon:24> 오른쪽 스틱 오른쪽"
490,"MENU_PLAY_GUIDE",255,249,false,3,51,"공식 가이드"
491,"MENU_SUBCOMMAND_CUSTOMIZE",255,255,false,3,56,"세부 메뉴 사용자 설정"
492,"MENU_BEGINNER_CHANNEL_LIST",255,255,false,3,18,"초보자 채널 참가자 목록"
493,"MENU_BEGINNERS_MANSION",255,255,false,3,30,"초보자의 집"
494,"MENU_ORCHESTRION",255,255,false,3,38,"오케스트리온 악보집"
495,"MENU_RAID_FINDER",255,255,false,3,27,"레이드 찾기"
496,"MENU_COUNTDOWN",255,255,false,3,22,"전투 시작 초읽기"
550,"CMD_BEGINNER",255,255,false,4,21,"초보자 대화로 일시 전환"
551,"CMD_BEGINNER_ALWAYS",255,255,false,4,39,"초보자 대화로 전환"
591,"CHATLOG_VIEWERMODE",255,255,false,5,25,"로그창 확대"
