Index,0 [0x0][0x0]
20002,"전직 바다영웅단 오인방에게 인정받은 모험가는, 코볼드족이 불러낸 야만신 '타이탄'을 토벌하기 위한 비책을 전수받는 데 성공했다. 그것은 코볼드족이 사용하는 야만족 에테라이트를 이용해 그들의 본거지인 오고모로 화산구 신전으로 단숨에 쳐들어간다는 대담한 작전이었다.<br>현자 야슈톨라의 도움을 받아 야만족 에테라이트 작동에 성공한 지금, 모험가가 할 일은 단 하나뿐이다. 온 힘을 다해 야만신 타이탄을 토벌하라."
20003,"이크살족이 불러낸 야만신 '가루다'는 차원이 다른 잔학성을 지닌, 누구나 두려워하는 최악의 야만신이다. 그러나 아무리 힘들고 어렵더라도 가루다를 쓰러뜨려 '새벽의 혈맹'의 힘을 보여주지 않으면 에오르제아 사람들에게 희망을 줄 수 없다.<br>개조를 마친 시드의 비공정 '엔터프라이즈'로 폭풍 장벽을 돌파하여 울부짖는 눈 석탑군에 침입한 후, 그 안에 도사리는 야만신 '가루다'를 토벌하라."
20004,"빛의 전사가 대 야만신 병기 알테마 웨폰을 파괴하는 데 성공했다는 소식은 에오르제아 사람들에게 용기를 심어주었으나, 이는 오히려 지금까지 숨을 죽이고 있던 야만족 세력이 활동을 시작하는 계기이기도 했다.<br>알테마 웨폰을 경계하여 야만신 '이프리트' 소환을 삼가고 있던 아말쟈족도 기회를 놓칠세라 재소환에 나섰다. 유례없는 양의 크리스탈을 바쳐 더욱 강력한 힘을 얻은 이프리트가 돌아온 것이다."
20005,"알테마 웨폰이 파괴되자 각 야만족 세력이 앞다투어 야만신을 소환하기 시작했다. 바일브랜드 섬 북부에 자리 잡은 코볼드족 또한 예외가 아니었다. 우가마로 무장광산을 비롯한 각 광산에서 크리스탈 채굴에 박차를 가하며, 재기할 날을 향해 꾸준히 준비해 왔던 것이다.<br>그리하여 야만신 '타이탄'이 다시 한 번 오고모로 화산구에 강림했다. 더 강렬한 '분노'를 가슴에 품은 바위신을 토벌하라."
20006,"대 야만신 병기 알테마 웨폰 앞에 맥없이 무너진 야만신 '가루다'. 그 광경을 직접 목격한 이크살족은 심히 동요했으나, 복수전을 위해 대량의 크리스탈을 비축하는 일은 잊지 않았다.<br>알테마 웨폰이 파괴된 지금, 최악의 야만신이 자존심을 되찾기 위해서는 이를 쓰러뜨린 '빛의 전사'들을 처치하는 수밖에 없다. 무자비한 여왕과의 피할 수 없는 두 번째 전투가 시작된다……."
20007,"제국군 제XIV군단의 실질적인 2인자 리트아틴 사스 아르비나는, 식민지 출신임에도 불구하고 탁월한 용병술과 무용을 인정받아 진영대장 자리까지 오른 걸출한 인물이다. 그런 그가 변경의 전초기지를 시찰한다는 정보를 입수했다. 호위병의 수가 적은 지금이 절호의 기회다.<br>리트아틴을 습격하여 처치하는 것이, 반격 작전 '열두 현자의 행진'의 첫걸음이 될 것이다. 에오르제아의 자유를 위하여!"
20008,"혼돈을 바라는 어둠의 사도 아씨엔의 개입으로 야만족 세력이 새로운 지식을 얻자, 그들은 강력한 야만신을 불러내는 데 잇달아 성공하게 된다. 아말쟈족 또한 예외는 아니다.<br>지옥의 불꽃으로부터 되살아난 화염신 '이프리트'가 강림했다. 야만신을 토벌하려던 불멸대 특수부대를 가볍게 물리친 궁극의 화염신을 상대로, 빛의 전사는 승리를 쟁취해낼 수 있을 것인가."
20009,"바일브랜드 섬 북부에서 대지진이 발생했다는 소식을 들은 새벽의 혈맹의 현자 '위리앙제'는, 코볼드족이 야만신을 다시 소환한 것이 아닌지 의심했다.<br>그의 예측은 적중하고 말았다. 미지의 소환법으로 인해 더욱 강력한 힘을 얻은 바위신 '타이탄'이 오고모로 산에 나타난 것이다. 궁극의 바위신과의 재대결이 시작된다."
20010,"이크살족에 대비하기 위해 새로운 감시초소를 건설하던 쌍사당 부대가 바람신 '가루다'의 습격으로 전멸당했다. 홀로 살아남은 공병의 증언에 따르면, 가루다는 예전과 비할 바 없이 경이로운 힘을 가지고 있었다고 한다.<br>갑작스럽게 강력해진 야만신에 대처할 방법을 찾지 못한 쌍사당은 '새벽의 혈맹'을 통해 빛의 전사를 초빙하기에 이르렀다."
20011,"모그리족 부적응자 집단 '모그리 가신단'이 동화 속 존재인 '선왕 모그루 모그 XII세'를 소환했다. 신으로 숭배하던 존재는 아님에도 강한 염원과 크리스탈의 힘을 빌려 현세에 나타났다는 점에서, 선왕은 이미 '야만신'이라 불리기에 손색이 없다.<br>이대로 가면 모그리족 전체가 신도화될 수도 있다는 위기감을 느낀 모그리족 쿠뽀로 코뿌는 선왕 토벌을 부탁하러 그리다니아를 찾았다."
20012,"쿠뽀로 코뿌의 잔소리에도 불구하고 '모그리 가신단'은 전혀 반성할 기미가 없었다. 그야말로 소 귀에 경 읽기. 더욱 강력한 궁극의 왕을 바라는 가신들의 기도가 결국 왕 중의 왕, 주인 중의 주인인 '극왕 모그루 모그 XII세'를 강림시키고 만다.<br>그리하여 검은장막 숲을 어지럽힌 우매한 인간 놈들을 숙청하기 위해, 가신단을 거느린 모그리족의 왕이 움직이기 시작했다. 어디 한번 신나게 야단법석 떨어보자!"
20013,"새로운 영웅 서사시를 짓기 위해 모험담을 찾아다니는 떠돌이 시인을 만났다. 그에게 '알테마 웨폰과의 치열한 싸움' 이야기를 들려주자, 그는 즉흥적으로 시를 읊어주었다. 그런데 이 시는 모험가가 실제로 겪었던 것보다 훨씬 치열하게 각색되어 있었다. 청중은 과장된 묘사를 좋아한다지만 이건 좀…….<br>떠돌이 시인이 읊는 시를 들으며, 빛의 전사는 알테마 웨폰과의 전투를 새로 체험하게 된다."
20014,"이벤트용 임무: 3"
20015,"이벤트용 임무: 1"
20016,"이벤트용 임무: 2"
20017,"창망의 바다를 근거지로 삼은 해양 민족, 사하긴족. 그들이 숭배하는 수신 '리바이어선'이 결국 소환되었다. 분노한 수신이 힘을 개방하여 '대해일'을 일으킨다면 림사 로민사는 바다 밑으로 가라앉게 될 것이다.<br>이 위기를 벗어나기 위해 총력을 다한 흑와단은 군함 2척을 연결하여 속성 변환 장치를 설치한 대 리바이어선 쌍동선을 급조했다. 기함 '정복호'가 견인하는 쌍동선이 바야흐로 항구를 떠난다."
20018,"비장의 수단으로 꺼내든 수신 '리바이어선'을 빛의 전사들에게 토벌당한 사하긴족은 곧바로 다음 대책을 마련했다. 어둠의 사도 아씨엔에게 전수받은 비술로 더욱 강력한 신을 강림시키고자 피의 의식을 거행한 것이다.<br>이렇게 소환된 '리바이어선'은 다른 야만신들을 뛰어넘는 궁극의 힘을 얻게 되었다. '대해일'을 저지하기 위해 다시 한 번 대 리바이어선 쌍동선이 출항한다."
20019,"커르다스를 어지럽히는 사나운 마수 '도름 키마이라.' 사자와 산양, 그리고 용의 머리를 가진 이 추악한 마물은, 먹이를 광석과 함께 통째로 삼킨 다음 뱃속에서 으깨어 소화시킨다고 한다. 그리고 이 광석이 고온의 브레스로 녹으면서, 몸속에서 질 좋은 '알루미나 입자'가 생성된다.<br>무기 장인 게롤트는 '고대의 무기'를 만들기 위해 도름 키마이라를 쓰러뜨리고 '알루미나 입자'를 구해올 것을 주문했다."
20020,"할라탈리 수련장에서는 예전에 울다하 시민들을 열광시킨 마수전의 제왕 '하이드라'가 사육되고 있었다. 재해로 인해 수련장이 5년 간 폐쇄된 탓에 모두가 굶어 죽었을 것이라 여겼지만, 수련장 가장 깊은 구역에는 다른 마물을 잡아먹으며 수련장의 왕으로 군림하고 있는 하이드라의 모습이 있었다…….<br>무기 장인 게롤트는 '미완성된 고대의 무기'를 들고 다두룡 하이드라에게 도전하여 전설에 남을만한 전투를 겪고 올 것을 주문했다.<br><br>※ 임무 시작 후에는 무기를 변경할 수 없습니다. 퀘스트 '되살아나는 고대의 무기'를 위해 '하이드라 토벌전'에 도전하실 경우에는, 임무 시작 전에 장비 중인 무기를 확인하십시오."
20021,"에오르제아의 강자, 검객 길가메시를 소개합니다!<br>이름난 무기를 찾아 동분서주하는 소문의 사나이가 드디어 등장했습니다! 흐르고 흘러 에오르제아까지 찾아온 그가 절친한 벗 엔키두와 함께 눈부신 활약을 보여줄 것으로 기대합니다.<br>결전의 무대로는 커르다스의 그리핀 대교가 선정되었습니다. 추격자 빛의 전사와 차원을 뛰어넘어 펼치는 '빅브리지의 사투', 지금 시작합니다!"
20022,"실프 영지 깊은 곳에서 수호와 중재의 신이기도 한 뇌신 '라무'와 만난 모험가. 인간과 실프족의 조화를 바랄 뿐이라는 카느 에 센나의 뜻을 전했으나, 라무는 제국을 능히 물리칠 수 있는 강력한 힘을 보일 것을 요구했다.<br>심판의 땅에서 기다리겠다는 말을 남긴 라무는 눈부신 빛과 함께 사라졌다. 어둠을 물리치겠다는 자신의 결의와 힘을 보여주기 위해, 모험가는 뇌신 '라무'가 있는 곳으로 향한다."
20023,"빛의 전사들의 힘을 인정한 뇌신 '라무'는 에테르계로 돌아갔다. 그러나 실프족 강경파들은 끝내 모험가의 존재를 인정하지 않고 다시 한 번 소환을 강행했다.<br>강력한 수호자의 강림을 바라는 실프족들의 기도에 응답하여, 궁극의 힘을 지닌 뇌신 '라무'가 또다시 나타났다. 모험가는 다시 한 번 자신의 힘을 증명할 수 있을 것인가."
20024,"마녀 '시바'. 이슈가르드 정교를 믿는 자에게는 역사상 처음으로 드래곤과 교접한, '이단자의 어머니'로 기억되는 중죄인의 이름이다.<br>그러나 이단자들을 통솔하는 '얼음의 무녀' 이젤은, 시바를 드래곤족과의 화합을 상징하는 성녀로 숭상하며 상상도 못한 그릇에 그녀를 강림시킨다. 얼음신 '시바'가 된 그릇을 물리쳐 커르다스의 안녕을 수호하라!"
20025,"'얼음의 무녀' 이젤이 다시 크리스탈을 바쳐 성녀의 영혼을 자신의 몸에 강림시켰다. 잊힌 고대의 원형극장에 나타난 얼음신 '시바'는 아씨엔의 비술로 궁극의 힘을 손에 넣은 상태였다.<br>야만신에게 바쳐진 크리스탈의 힘을 대지로 돌려보내기 위해 모험가는 다시 한 번 얼어붙은 여신과 맞선다."
20026,"파란만장한 아마지나배 투기대회! 예측하지 못한 상황이 발생함에 따라 결승전을 다시 진행하게 되었다. 할라탈리 수련장에 특별히 준비된 '용머리 투기장'으로 무대를 옮겨, 특별 변칙 규정을 적용한 결승전이 지금 시작된다!<br>출전자는 에오르제아를 구한 영웅 '빛의 전사'! 상대는 정체불명의 거대 문어 '오르트로스'와 '티폰'! 뜨겁게 달아오른 결승전을 제패하고 보물을 손에 넣는 것은 누구인가!?"
20027,"제7재해 이후로 돌기 시작한 '검은장막 숲을 떠도는 망령 기사'에 관한 소문……. 뿔의 아이 '오 아파 페시'가 조사한 바에 의하면, 그 정체는 제3성력 초기에 나타난 고대의 야만신 '오딘'이라고 한다.<br>성서에는 알라그의 영웅에 의해 '우르드의 샘'에 봉인되었다고 기록된 야만신이 왜 현대에 부활한 것일까. 그리고 신도 없는 야만신이 어떻게 활동을 계속할 수 있는 것일까……. 이 수수께끼를 쫓아 모험가 일행은 오딘과 대적한다."
20028,"구름바다를 가로지르는 장대한 돌다리인 '구름길'. 이 다리는 성도 '이슈가르드'로 갈 수 있는 유일한 길이자, 도시 전체를 여러 겹으로 보호하는 거대 마법장벽 '다니펜의 목걸이'의 핵이기도 하다. 그러나 드래곤족의 맹공을 오랜 세월 버텨내며 산악도시를 수호해온 이 마법장벽은, 얼음의 무녀 '이젤'에 의해 바깥쪽 한 겹이 파괴되고 말았다.<br>이 기회에 모든 장벽을 깨뜨리고자 거룡 '비샵'이 구름길에 날아들었다. 신전기사단과 함께 사력을 다해 맞서 싸워라!"
20029,"현자 '루이수아'가 남긴 지팡이 '투프시마티'를 노린 아씨엔 나브리알레스가 돌의 집을 습격했다. 사로잡힌 민필리아를 구출하고 현자의 유산을 지키기 위해, 어둠의 사도 아씨엔을 쓰러뜨려라!<br>"
20030,"에오르제아를 정처 없이 떠도는 소문난 검객 길가메시가 쇠락한 고성에 당도했습니다. 자신의 호적수와 결판을 내기 위해 칼을 갈지만, 친구를 사귀고픈 그의 마음은 갈대처럼 흔들리는군요.<br>간절한 기도에 응답하듯 나타나 마음속 구멍을 채워준 것은, 그 누구도 아닌 야만친 '엔키두'! 멋지게 부활한 길가메시의 절친이 일당백의 실력으로 그의 등 뒤를 든든히 지켜줍니다. 손에 땀을 쥐게 하는 명승부가 지금 시작됩니다!"
20031,"드래곤족의 위협에 짓눌리지 않고 종족이 번영할 넓은 영토가 필요하다. 그나스족의 집단 정신이 품은, 생물의 가장 단순하고 순수한 소원이 강력한 야만신 '라바나'를 불러냈다.<br>빛의 전사들은 성룡의 일족인 비도프니르와 나눈 약속을 지키기 위해, 온화한 드래곤족을 위협하는 무신을 토벌하러 나섰다."
20032,"빛의 전사들은 그나스족이 또다시 야만신을 소환했다는 소식을 우누칼하이에게 전해 들었다. 무신 '라바나'를 방치하면 곧 삼투신이 잠든 마대륙에 건너가 더 큰 힘을 얻을 것이다……. 우누칼하이의 조언에 따라 빛의 전사 일행이 궁극의 무신을 토벌하러 나선다!"
20033,"구름신 '비스마르크'가 신전과 함께 삼킨 '마대륙의 열쇠'를 찾아, 빛의 전사 일행은 구름바다에서 야만신 토벌에 나섰다. 구름바다를 유영하는 거대한 흰고래를 쓰러뜨리기 위해 시드가 고안한 계책은, 이슈가르드의 드래곤용 병기를 설치한 하늘섬을 엔터프라이즈호로 인양하여 거대한 '낚시'를 하는 것이었다. 물러설 수 없는 구름바다 전투의 막이 오른다!"
20034,"수수께끼의 소년 우누칼하이에게 구름신이 재소환되었다는 소식을 전해 듣고, 빛의 전사 일행은 다시 구름바다 전투에 나선다. 궁극의 힘을 얻은 구름신을 토벌하고자, 엔터프라이즈 엑셀시어가 아발라시아의 하늘로 출동했다. '미끼'가 될 하늘섬을 끌고……."
20035,"전설의 왕을 자신의 몸에 강림시켜 기사신이 된 교황 '토르당 7세'. 그는 '용의 눈'에서 나오는 마력과, 천 년에 걸친 이슈가르드 백성의 기도로써 영원한 신이 되겠다고 한다. 그 힘으로 백성을 신도화하여 숙적인 드래곤족과 아씨엔을 물리치고 영원한 평화를 실현하겠다는데…….<br>건국의 열두 기사가 빙의한 창천기사, 그리고 야만신 '나이츠 오브 라운드'가 된 교황을 토벌하고 천 년의 재앙을 종식시켜라!"
20036,"떠돌이 시인이 노래한 새로운 영웅 서사시는, 빛의 전사 일행이 머나먼 하늘 너머 '마대륙'에서 펼친 이슈가르드 교황 토르당 7세와의 사투에 관한 내용이었다.<br>일류 연출가이기도 한 시인에 의해 과도하게 각색된 노래를 듣고, 빛의 전사는 야만신 '나이츠 오브 라운드'와의 전투를 새로 체험하게 된다."
20037,"먼 옛날 남방대륙 '메라시디아'의 식물형 종족이 섬겼다는 마신 '세피로트'. 알라그의 침공을 막기 위해 소환된 이 야만신은 적군에게 막대한 타격을 가하였으나, 끝내 사로잡혀 마대륙 '아지스 라'의 중추 시설에 봉인되었다고 한다.<br>삼투신 중 하나로 손꼽히는 이 야만신이 교황 토르당 7세의 개입으로 잠에서 깨어나려 한다. 무슨 수를 써서라도 이를 토벌하라! "
20038,"우누칼하이가 건네준 알라그 석판에는 남방대륙에서 벌어졌던 마신 '세피로트'와 알라그 제국군 간의 전투 기록이 남아있었다. 이 고대의 '사투'에 관한 기록을 인증 시스템에 전송하자 특별 전투훈련 프로그램이 시작되는데…….<br>현실확장 시스템이 재현한 마신 '세피로트'와의 치열한 전투에서 모험가는 살아남을 수 있을 것인가?"
20039,"성룡이 품은 한 줄기 희망과 맹우들의 뜨거운 마음. 모든 것을 가슴에 담은 빛의 전사가 사룡의 그림자를 막아선다. 천 년을 이어온 원한의 고리를 끊고, 친구를 구하고, 인간과 용의 새로운 미래를 실현하기 위해, 구름길에서 또다시 사룡 사냥이 시작된다."
20040,"구름길에서 사룡이 토벌되었다는 소문은 순식간에 에오르제아 전체로 퍼졌다. 소식을 들은 떠돌이 시인은 역시나 이번에도 새로운 영웅담을 지어냈다. 아름다운 리라 선율을 타고 과도하게 연출된 노래를 들으며, 빛의 전사는 '사룡 니드호그'와 벌였던 전투를 새로 체험한다."
20041,""
20042,""
20043,""
25000,""
25001,""
25002,""
30000,""
30001,"고대 알라그 문명의 유물, 크리스탈 타워를 조사하기 위해 새롭게 결성된 조사단 '노아'. 그 일원이 된 모험가는 시드의 협조를 받아 '여덟 검사의 앞뜰'에 설치된 방어 체계를 파괴하는 데 성공한다. 그러나 크리스탈 타워 앞에는 전진 관문에 해당하는 '고대인의 미궁'이 버티고 있었다.<br>그리고 바야흐로 모르도나에 최정예 모험가들이 모였다. 고대의 방어 체계를 격파하고 '고대인의 미궁'을 돌파하라!<br><br>※ 파티로 참가할 경우에는 방어: 2/회복: 2/공격: 4로 구성되었을 때만 신청할 수 있습니다."
30002,"갈레말 제국군 제XIV군단이 바일브랜드 섬 동해안에 세운 거점, 카스트룸 옥시덴스. 거점을 세운 목적은 다른 카스트룸과는 달리 자원 채굴도, 림사 로민사 공략을 위한 교두보 확보도 아니었다.<br>그들의 목적은 바로, 제7재해 때 떨어진 고대 알라그 문명의 유물 '달라가브'의 파편이었다. 관통당한 지맥이 만들어낸 편속성 크리스탈이 사방팔방으로 뻗은 동굴 밑바닥에 도사리는 존재는 과연……."
30003,"메테오 탐사갱 안쪽으로 나아가던 일행은 지하 912얄름 지점에서 다시 한 번 방어 체계와 맞닥뜨렸다. 고대 알라그 문명의 마과학이 만들어낸 섬뜩한 구형 방어 시스템이 침입자를 제거하기 위해 작동하기 시작한다."
30004,"지하 1233얄름. 알리제와 빛의 전사 일행은 땅속에 묻혀있던 거대한 구조물을 발견한다. 그것은 바로, 카르테노 전투 때 산산이 부서진 달라가브에서 떨어져 나온 검 모양의 물체, 라그나로크급 구속함이었다. 경계를 유지하며 기관부에서 함내로 침입한 일행은 더욱 깊은 곳을 향해 나아가게 된다."
30005,"지하 1524얄름. 기관부 끝까지 도달한 알리제 일행은 가동격벽을 움직여 승강기처럼 이용하는 데 성공한다. 라그나로크급 구속함의 뱃머리 방향으로 움직이기 시작한 격벽. 그러나 고대 알라그 문명의 방어 체계는 침입자들을 가만히 내버려두지 않았다."
30006,"숨통을 조여오는 알라그 고대 병기와의 사투 끝에 승리한 알리제와 빛의 전사 일행은, 가동격벽을 타고 지하 1910얄름까지 강하하는 데 성공한다. 하지만 그런 그들 앞에 공중으로부터 포악한 자객이 나타났다. 목에 알라그 구속장치가 달린 고대의 드래곤족이…….<br>제7재해의 진실을 확인하기 위해서는 더욱 깊은 곳으로 나아가야만 한다. 빛의 전사 일행은 싸울 각오를 다졌다."
30007,"에오르제아의 지하에는 제7재해를 일으킨 고대의 야만신 '바하무트'가 잠들어있다는 사실이 지난 조사로 밝혀졌다. 심지어 그 육체는 고대 알라그 문명의 위협적인 병기인 라그나로크급 구속함에 의해 재생되고 있었다. 바하무트의 부활을 막기 위해서는 구속함의 활동을 정지시켜야만 한다. 결론을 내린 알리제 일행은 또다시 지하 미궁으로 떠났다.<br>다음 목표는 검은장막 숲에 떨어진 달라가브의 파편이다."
30008,"검은장막 숲 북부삼림에 박힌 야만신 '바하무트'의 거대 구속 장치, '구속의 고리'. 장치 앞에 도착한 알리제와 빛의 전사 일행은 겉부분에 난 균열을 통해 내부로 침입했다.<br>그런 그들의 눈앞에 펼쳐진 것은 생체 병기용으로 합성된 키메라들이 담긴, 푸른색 빛을 내는 실린더들이 늘어선 모습이었다."
30009,"구속의 고리에 있던 전송 장치를 가동하여, 장치와 연동된 라그나로크급 구속함 3번함 내부에 도달한 알리제 일행. 지하 3256얄름. 야만신 '바하무트'가 잠든 대동굴과는 아직 5000얄름 이상 떨어져 있다.<br>통로가 미로처럼 얽힌 함내를 탐색하여 더욱 깊은 곳으로 통하는 길을 찾아라."
30010,"지하 6329얄름. 라그나로크급 구속함 3번함의 작전실에 도달한 알리제 일행. 그곳에서는 믿을 수 없는 광경이 펼쳐지고 있었다. 마치 신기루처럼 떠오른 붉은 달빛을 받으며 결전의 막이 오른다."
30011,"모험가들의 힘으로 '고대인의 미궁'을 돌파한 조사단 '노아' 일행은, 크리스탈 타워의 본체인 '시르쿠스 탑'에 도착했다. 그리고 새로 합류한 우네와 도가의 도움으로 굳게 잠긴 문을 여는 데 성공했다.<br>위험한 고대의 유물을 봉인하기 위해, 또 에오르제아를 고대의 시황제 '잔데'의 야망으로부터 지켜내기 위해, 모험가는 파랗게 빛나는 거탑의 최상층을 향해 나아간다.<br><br>※ 파티로 참가할 경우에는 방어: 1/회복: 2/공격: 5로 구성되었을 때만 신청할 수 있습니다."
30012,"에오르제아의 지하에는 제7재해를 일으킨 고대의 야만신 '바하무트'가 잠들어있다는 사실이 지난 조사로 밝혀졌다. 심지어 그 육체는 고대 알라그 문명의 위협적인 병기인 라그나로크급 구속함에 의해 재생되고 있었다. 바하무트의 부활을 막기 위해서는 구속함의 활동을 정지시켜야만 한다. 결론을 내린 알리제 일행은 또다시 지하 미궁으로 떠났다.<br>다음 목표는 검은장막 숲에 떨어진 달라가브의 파편이다."
30013,"검은장막 숲 북부삼림에 박힌 야만신 '바하무트'의 거대 구속 장치, '구속의 고리'. 장치 앞에 도착한 알리제와 빛의 전사 일행은 겉부분에 난 균열을 통해 내부로 침입했다.<br>그런 그들의 눈앞에 펼쳐진 것은 생체 병기용으로 합성된 키메라들이 담긴, 푸른색 빛을 내는 실린더들이 늘어선 모습이었다."
30014,"구속의 고리에 있던 전송 장치를 가동하여, 장치와 연동된 라그나로크급 구속함 3번함 내부에 도달한 알리제 일행. 지하 3256얄름. 야만신 '바하무트'가 잠든 대동굴과는 아직 5000얄름 이상 떨어져 있다.<br>통로가 미로처럼 얽힌 함내를 탐색하여 더욱 깊은 곳으로 통하는 길을 찾아라."
30015,"지하 6329얄름. 라그나로크급 구속함 3번함의 작전실에 도달한 알리제 일행. 그곳에서는 믿을 수 없는 광경이 펼쳐지고 있었다. 마치 신기루처럼 떠오른 붉은 달빛을 받으며 결전의 막이 오른다."
30016,"현자 '루이수아'는 야만신 '바하무트'의 신도가 되어 있었다. 이 사실을 받아들인 알리제는, 에오르제아를 위험에서 지키기 위해 경애하는 조부 루이수아를 쓰러뜨리기로 결심한다.<br>바하무트를 소멸시키기 위해서는 남은 두 척의 구속함을 정지시켜야 한다. 알피노가 구축한 전송망을 사용하여 북부 다날란 '달라가브의 발톱'으로부터 지맥을 타고 온 모험가 일행은 라그나로크급 구속함 6번함 내부로 침입한다."
30017,"지하 6835얄름. 라그나로크급 구속함 6번함 내부에는 야만신 '바하무트'의 재생을 제어하는 거대 장치가 존재했다. 달라가브의 내부 장치를 연상시키는 재생 제어 구역을 돌파하여 제1함교로 향하는 일행. 그러나 또다시 고대 알라그 문명의 방어 병기가 그들 앞을 막아섰다."
30018,"지하 8872얄름. 거대한 지하공간에 자리 잡은 야만신 '바하무트'는 계속해서 자신의 육체를 재생시키고 있었다. 구속함을 정지시키기 위해 장치를 향해 가던 알리제 앞에 나타난 자는, 그녀의 조부이자 샬레이안 최고의 현자로 칭송받던 '루이수아 르베유르' 본인이었다."
30019,"에오르제아 지하공간에서 재생되고 있는 야만신 '바하무트'를 소멸시키기 위해 마지막 구속함에 들어선 일행. 에오르제아를 구원하고자 했던 현자 루이수아의 유지를 받들기 위해, 빛의 전사와 알피노, 알리제 남매는 최후의 전투에 임한다……."
30020,"고대 알라그 제국의 시황제 잔데는 자신의 치세 말기, 강력한 요마의 군세를 거느리고자 요마를 다스리는 마왕 중 하나인 '어둠의 구름'과 피의 계약을 맺었다.<br>잔데를 토벌함에 따라 위기도 사라졌다고 생각했으나, 어둠의 구름은 침공을 포기하지 않고 있었다. 크리스탈 타워의 힘을 이용하여 물질계로 통하는 '문'을 열려고 시도한 것이다. 이계의 침입을 막기 위해, 그리고 끌려간 동료를 구하기 위해…… 빛의 전사들은 먼 옛날 '어둠의 세계'라 불렸던 이계 '보이드'를 향해 떠난다.<br><br>※ 파티로 참가할 경우에는 방어: 1/회복: 2/공격: 5로 구성되었을 때만 신청할 수 있습니다."
30021,"살리아크 강에 가라앉은 샬레이안의 유적이 갑자기 '기계 거인'이 되어 움직이기 시작했다. 고블린족 과학자 집단 '푸른손'이 유적 자체에 신을 소환하여 거대한 야만신으로 바꾼 것이다.<br>이대로 계속 대형 야만신이 작동하면 저지 드라바니아의 에테르가 고갈되어, 새로 만든 '이딜샤이어'도 멸망할 것이다. 즉시 야만신 내부에 침입하여 동력원을 조사하고, 이를 정지시킬 방법을 찾아라!"
30022,"빛의 전사 일행은 태동하는 야만신 내부에서 '푸른손'을 이끄는 만능의 퀵싱크스와 맞닥뜨렸다. '알렉산더 계획'이라는 정체불명의 계획을 언급하며 대담하게 도발하는 '푸른손' 일당을 반드시 막아야 한다!"
30023,"아우라족 미녀 '미데'의 말에 따르면 '푸른손'의 목표는 '에니그마 코덱스'라는 책에 기록된 이동도시를 재현하는 것이라고 한다. 야만신을 앞세워 과학자들의 이상향을 실현하려는 '푸른손'을 더는 방치할 수 없다. 빛의 전사들은 다시 기공성 '알렉산더' 내부로 진입한다."
30024,"전설의 책 '에니그마 코덱스'에 기록된 이념은 '푸른손'을 거쳐 비뚤어진 선민사상으로 변질되었다.<br>'푸른손'의 위험성을 재차 확신한 빛의 전사 일행은 야만신 '알렉산더'를 토벌하기로 결의하고, '핵'을 정지시킬 방법을 아는 미데와 함께 결사적인 돌입 작전을 감행한다."
30025,"떠돌이 시인이 노래한 새로운 모험담은, 빛의 전사 일행이 저지 드라바니아에서 겪은 혈투에 관한 내용이었다. 떠돌이 시인이 대담하게 각색한 노래를 듣고, 빛의 전사는 기공성 '알렉산더'에서 겪었던 전투를 새로 체험한다."
30026,"떠돌이 시인이 노래한 새로운 모험담은, 빛의 전사 일행이 저지 드라바니아에서 겪은 혈투에 관한 내용이었다. 떠돌이 시인이 대담하게 각색한 노래를 듣고, 빛의 전사는 기공성 '알렉산더'에서 겪었던 전투를 새로 체험한다."
30027,"떠돌이 시인이 노래한 새로운 모험담은, 빛의 전사 일행이 저지 드라바니아에서 겪은 혈투에 관한 내용이었다. 떠돌이 시인이 대담하게 각색한 노래를 듣고, 빛의 전사는 기공성 '알렉산더'에서 겪었던 전투를 새로 체험한다."
30028,"떠돌이 시인이 노래한 새로운 모험담은, 빛의 전사 일행이 저지 드라바니아에서 겪은 혈투에 관한 내용이었다. 떠돌이 시인이 대담하게 각색한 노래를 듣고, 빛의 전사는 기공성 '알렉산더'에서 겪었던 전투를 새로 체험한다."
30029,"비공정 이용이 보편화되며 바야흐로 '대비공시대'가 찾아온 지금, 개인 비공정을 타고 비경과 숨겨진 보물을 찾아 구름바다를 누비는 자들이 있었다. 이들을 가리켜 사람들은 '하늘도적'이라 불렀다.<br>하늘도적단 '붉은부리'를 이끄는 소문난 하늘도적 레오파드의 권유로, 모험가는 구름바다를 헤매는 '유령선' 탐사에 참여하게 된다. 한 번 승선하면 살아 돌아오지 못한다는 불길한 배에 무엇이 기다리고 있을 것인가……."
30030,"기계로 된 거인, 기공성 '알렉산더'가 다시 움직이기 시작했다. 오른팔 '고르디우스'에 이어 왼팔 '미다스'가 깨어난 것이다. 만물박사 퀵싱크스를 위시한 위험한 과학자 집단 '푸른손'을 저지하려면, '미다스' 내부로 침입하여 적을 제거해야만 한다. 빛의 전사 일행은 또다시 증기 자욱한 기공성에 도전한다!"
30031,"미데가 '푸른손'과 접촉하여 '에니그마 코덱스'의 마지막 낱장을 건네는 장면이 포착되었다. 더불어 그녀가 3년 전 알렉산더 소환을 시도했던 아우라족 집단의 생존자가 아니냐는 의혹이 떠오른다. 정말로 그녀는 적인가……? 일행 사이에 동요가 번지지만, 사태를 방관할 수는 없다. 빅스의 제안에 따라 일행은 '미다스'로 다시 진입한다!"
